"","ID_Yapper","ID","participant","TIME_total","Game_Feelings","Age","Gender","Town","Country","Studies","CSP","CSP_Other","Writing_Script_C","Writing_Script","Writing_Language","Subjective_SES","Pay_Distance","Pay_Amount","Pay_Month","Household_Nb","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","PESS_Mean","SoundCalibration","SoundProblem","Check_Sound","Check_Uncomfort","Check_Volume","Knew","KnewTask","KnewIB","PrimaryTask","PrimaryTask_C","Congruency","Congruency_C","Threat","Threat_C","Count_Trial1","Count_TrialCritical","Count_TrialDivided","Error_Trial1","Error_TrialCritic","Error_TrialDivided","PleasureTrial1","PleasureCritical","PleasureDivided","ArousalTrial1","ArousalCritical","ArousalDivided","SenseControlTrial1","SenseControlCritical","SenseControlDivided","Noticing_Critic","Noticing_Divided","Noticing_Full","Angry_pretest","Happy_pretest","Depressed_pretest","Calm_pretest_Recod","Nervous_pretest","Anxious_pretest","Tense_pretest","Stressed_pretest","Angry","Happy","Depressed","Calm_Recod","Nervous","Anxious","Tense","Stressed","FearScore_pre","FearScore_post","FearScore","FearMean_pre","FearMean_post","FearMean"
"1","XXXX",911,"s.742aafed-35a4-4eec-8862-84ef564754bf.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LoudSound",NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4,2,5,3,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,0.942530752267275,NA,NA,4,NA,NA
"2","XXXX",1264,"s.a5624341-80ba-47e4-bcc9-c9cd01426644.txt",7,"tr<e8>s attentive car je pensais la t<e2>che plus complexe",53,1,"Terville","FRANCE",3,4,NA,1,"LatinScript",NA,7,25,"5000","9000",3,1,4,1,7,1,1,1,2,2.25,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,10,12,8,1,2,0,9,9,9,1,1,1,9,9,9,0,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,2,1,-1.10502495328365,-0.99651963364916,0.108505319634488,1,1.25,0.25
"3","XXXX",133,"s.10511ff3-82a6-481f-9141-092ee9c0414f.txt",10,"rien de sp<e9>cial",39,1,"Gourdon","France",3,5,NA,1,"LatinScript",NA,5,31,"1200","2500",2,5,1,1,1,1,1,1,2,1.625,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,27,21,19,4,2,5,5,5,5,5,4,3,6,7,7,1,1,1,1,4,2,1,2,1,2,2,1,3,1,3,2,1,3,1,-0.595466837812709,-0.701169482884059,-0.105702645071349,1.75,1.75,0
"4","XXXX",698,"s.597b2df3-1bc3-4ef5-8033-a0ef45251dc1.txt",13,"J'atais un peu stress<e9> au d<e9>but et  le fait de me focaliser sur une tache m'a d<e9>tendu. J'ai donc ressenti de l'apaisement.",73,2,"Roncq","France",5,7,NA,2,"OtherScript","Anglais",7,20,"2200","3000",3,2,5,1,2,3,5,5,5,3.5,"SoftSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,12,8,0,0,0,5,5,5,3,3,3,9,9,9,1,1,1,2,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,-0.89466447037109,-1.10793820725763,-0.213273736886536,1.25,1,-0.25
"5","XXXX",634,"s.5120f48b-400c-4e60-9b6b-14a63f498afe.txt",11,"J'<e9>tais concentr<e9>e",52,1,"BONNEMAIN","FRANCE",5,5,NA,1,"LatinScript",NA,3,22,"1600","4200",3,4,3,1,1,1,4,1,5,2.5,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,10,12,8,1,2,0,6,7,7,3,2,2,8,8,8,0,0,1,3,2,3,3,3,3,4,5,1,2,1,2,2,2,2,2,0.732170269354718,-0.495596615753568,-1.22776688510829,3.75,2,-1.75
"6","XXXX",351,"s.2d32f8d9-746c-41ac-876d-7265f8276e9c.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","XXXX",565,"s.4a3993b1-1739-4961-bbf4-5e64a27ac062.txt",13,NA,38,1,"gorges","france",2,5,NA,1,"LatinScript",NA,6,6,"1700","3700",4,4,6,5,4,5,5,6,6,5.125,"LoudSound",NA,-0.5,NA,NA,0.5,0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,11,11,8,0,3,0,5,5,5,6,5,5,6,6,6,0,0,0,5,5,5,4,5,3,5,5,3,4,3,3,3,3,5,4,1.2148050220187,0.538049980629395,-0.676755041389302,4.5,3.75,-0.75
"8","XXXX",1910,"s.fed68c35-cbe6-4669-a96d-ba61ca7443c3.txt",11,"Aucune difficult<e9>",26,1,"Paris","France",8,10,NA,1,"LatinScript",NA,6,1,"1700","1700",1,1,2,2,1,2,1,3,4,2,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,11,8,0,1,0,9,8,9,2,2,2,9,9,9,1,1,1,1,5,1,2,2,1,1,2,1,6,1,1,2,1,1,1,-0.711227350265492,-0.924006630100992,-0.2127792798355,1.5,1.25,-0.25
"9","XXXX",1467,"s.c0cf28f2-5662-4e21-a5ba-5a8a81a130ea.txt",12,"Rien de sp<e9>cial",24,1,"Saint medard en jalles","France",5,8,NA,1,"LatinScript",NA,7,20,"1395","1395",1,1,7,5,1,6,3,1,1,3.125,"SoftSound",NA,-0.5,NA,NA,0.5,0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,11,13,8,0,1,0,5,5,5,1,1,1,9,9,9,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,4,-1.10502495328365,-0.512534634271709,0.592490319011938,1,1.75,0.75
"10","XXXX",946,"s.78a9324a-434a-45fc-abca-f4fa44ab2c30.txt",43,"rien de sp<e9>cial",32,2,"Bordeaux","France",11,3,NA,1,"LatinScript",NA,7,27,"5000","5000",3,4,4,4,4,4,4,4,4,4,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,13,15,8,2,1,0,7,7,7,4,2,3,6,6,6,0,1,1,2,7,2,2,1,2,2,2,1,5,1,3,1,1,1,1,-0.638105201209011,-1.10793820725763,-0.469833006048615,1.75,1,-0.75
"11","XXXX",1232,"s.a16af2b5-ae7a-4ecc-8fc4-d7796faf11ae.txt",8,"Rien de sp<e9>cial",29,2,"CALUIRE ET CUIRE","FRANCE",7,3,NA,1,"LatinScript",NA,7,20,"2400","5000",2,1,2,1,1,1,2,2,4,1.75,"LoudSound",NA,-0.5,NA,NA,0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,17,16,16,2,4,5,3,1,1,2,4,6,8,4,3,1,1,1,1,5,1,3,2,1,3,2,1,2,1,3,2,2,3,2,-0.479706325359927,-0.384178042145102,0.0955282832148255,2,2.25,0.25
"12","XXXX",188,"s.178a6303-3a8c-4c3b-8516-191c0b200d18.txt",12,"De la concentration",30,1,"Arbent","France",6,5,NA,1,"LatinScript",NA,6,23,"1600","3600",2,2,6,2,3,2,5,5,7,4,"SoftSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,21,18,15,2,2,6,4,5,4,5,6,6,4,4,4,0,0,1,1,5,2,3,2,2,3,3,1,1,2,5,4,2,5,3,-0.128547085738073,0.404990117047073,0.533537202785146,2.5,3.5,1
"13","XXXX",830,"s.69a96a50-c705-4727-aeb4-40b8b8b116a1.txt",14,"Je ne sais pas si j'ai vraiment tout vu ce que je devais voir, c'est peut-<ea>tre <e0> force d'<ea>tre concentrer sur l'<e9>cran. Tr<e8>s bon test de visualisation",50,2,"DONCHERY","FRANCE",3,5,NA,1,"LatinScript",NA,4,15,"1700","2500",2,4,4,2,2,2,3,2,4,2.875,"SoftSound",NA,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,14,8,0,2,0,7,7,7,2,1,1,9,7,8,0,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,-1.10502495328365,-1.10793820725763,-0.00291325397397868,1,1,0
"14","XXXX",818,"s.67f1acf4-6dce-457a-a035-07acd84cda67.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.10502495328365,NA,NA,1,NA,NA
"15","XXXX",1877,"s.fa5482eb-e2a6-401a-9a2c-5ea113d1ce08.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BlackFocus",0.5,"Incongruent",-0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","XXXX",1171,"s.9865f7f1-8e64-408f-9e73-56f43b83ba72.txt",16,"concentration",49,1,"VIRIGNIN","France",4,5,NA,1,"LatinScript",NA,6,22,"1700","3300",2,3,2,1,5,1,1,1,1,1.875,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,0,8,0,12,0,5,5,5,4,3,4,6,8,6,0,1,1,1,4,1,1,1,1,1,1,1,4,1,2,1,1,1,1,-1.10502495328365,-1.10793820725763,-0.00291325397397868,1,1,0
"17","XXXX",397,"s.3380192c-b3ae-4093-bc17-2a33e056b0e7.txt",9,"De l'interrogation",28,2,NA,NA,6,6,NA,1,"LatinScript",NA,4,19,"0","1600",1,6,6,5,7,4,6,6,6,5.75,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,12,8,0,0,0,4,4,5,6,6,5,6,4,6,0,1,1,2,2,5,5,4,3,6,5,3,2,5,6,6,5,6,6,1.14712841436588,1.83524616718568,0.688117752819798,4.5,5.75,1.25
"18","XXXX",1576,"s.d06997ba-a692-45e9-b631-f59acea1a203.txt",6,"Int<e9>ressant",28,1,"Stains","France",6,5,NA,2,"OtherScript","Anglais",6,15,"1300","1300",3,7,1,7,7,7,7,7,7,6.25,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,16,13,11,6,1,3,3,4,3,7,7,8,3,2,3,1,1,1,7,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,2.79711627979776,2.56611134176672,-0.231004938031039,7,7,0
"19","XXXX",887,"s.7127572a-ff02-472c-8f52-163bd1fe3b2a.txt",20,NA,24,1,"Saint-Denis","Reunion",5,9,NA,1,"LatinScript",NA,2,16,"1103",NA,2,5,6,4,7,5,6,7,7,5.875,"LoudSound",NA,-0.5,NA,NA,0.5,0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,11,12,8,0,2,0,6,6,6,6,4,3,9,9,9,0,1,0,1,3,1,6,3,4,2,4,1,1,1,3,1,1,1,1,0.431087518245893,-1.10793820725763,-1.53902572550352,3.25,1,-2.25
"20","XXXX",762,"s.61a62c7c-79aa-4fae-9747-1be785d90840.txt",7,"Calme",40,2,"Antibes","France",5,6,NA,1,"LatinScript",NA,6,16,"600","600",2,5,5,3,5,5,3,4,4,4.25,"LoudSound",NA,0.5,0.5,0.5,0.5,0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,36,17,16,17,3,5,6,6,6,4,4,4,7,6,7,0,0,1,2,5,2,2,2,1,2,2,1,1,1,2,1,1,1,1,-0.595466837812709,-1.10793820725763,-0.512471369444917,1.75,1,-0.75
"21","XXXX",1699,"s.e0d0e2b5-85a8-4e14-83a4-257bfa2d39ed.txt",11,"CUriosit<e9>e, besoin de concentration",36,2,"Le Coteau","france",3,5,NA,1,"LatinScript",NA,3,15,"1500","3000",4,7,7,7,7,7,7,7,7,7,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,19,15,17,0,5,4,3,6,5,3,3,5,6,6,6,1,0,1,1,2,5,3,5,5,5,5,1,1,1,4,2,1,4,2,1.49640253543729,-0.39128305161362,-1.88768558705091,5,2.25,-2.75
"22","XXXX",626,"s.506cea66-de33-4345-bff8-d6ea5b82c948.txt",10,"agacement li<e9> aux sons",41,2,"BLOIS","FRANCE",7,3,NA,1,"LatinScript",NA,7,24,"3200","5500",5,3,4,1,2,1,2,4,1,2.25,"SoftSound",NA,0.5,-0.5,0.5,-0.5,0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,20,18,22,3,5,2,4,3,3,5,6,4,4,4,5,0,0,1,5,4,5,5,5,4,5,6,1,2,1,5,3,1,5,4,1.56596426164055,0.301002814475426,-1.26496144716513,5,3.25,-1.75
"23","XXXX",527,"s.45506956-4af7-4369-a38f-76e4239a9ec3.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LoudSound",NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,3,5,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.913722270909873,NA,NA,4,NA,NA
"24","XXXX",411,"s.350a69b2-0ce4-47ed-9abe-fc31e14c5e55.txt",9,"rien de particulier, j'<e9>tais focalis<e9> sur la t<e2>che <e0> effectuer",53,2,"ugine","france",3,9,NA,1,"LatinScript",NA,5,24,"540","540",1,7,7,7,7,7,7,7,6,6.875,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,11,8,0,1,0,5,4,5,1,3,3,9,9,9,0,0,1,1,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,0.846045663257057,-1.10793820725763,-1.95398387051468,4,1,-3
"25","XXXX",308,"s.281f577d-53c2-4b59-89a3-dd983b83a5ec.txt",15,"Je m'attendais <e0> entendre des sons, ce qui m'a tenue en alerte, mais aucun son n'est apparu. Cela m'a perturb<e9>e.",38,1,"SAVENAY","FRANCE",3,4,NA,1,"LatinScript",NA,5,15,"1100","3000",2,4,6,3,3,4,3,5,5,4.125,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,12,8,0,0,0,6,5,5,3,3,3,9,8,8,1,1,0,1,4,1,2,1,1,1,1,1,3,1,4,2,1,2,1,-1.10502495328365,-0.812588056492525,0.292436896791122,1,1.5,0.5
"26","XXXX",1206,"s.9d8ab664-1090-489c-9000-9f7c9de71293.txt",9,"anxi<e9>t<e9> et stresse par les cris et la sir<e8>ne",52,2,"nice","france",6,4,NA,1,"LatinScript",NA,4,25,"2500","2500",1,4,2,2,1,2,2,2,3,2.25,"SoftSound",NA,0.5,0.5,0.5,-0.5,0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,12,8,0,0,0,4,4,4,4,4,4,7,7,6,0,1,1,4,4,2,5,5,5,5,5,4,3,4,5,6,6,6,6,1.49640253543729,1.95376975026266,0.457367214825373,5,6,1
"27","XXXX",1852,"s.f67c53cf-c893-4a16-a100-9319d622fcc4.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.10502495328365,NA,NA,1,NA,NA
"28","XXXX",1121,"s.90214cbb-0c42-418d-98de-0d3a34c1c8e0.txt",12,"D<e9>sagr<e9>able en d<e9>but avec les cris ensuiteau fur et a m<e9>sure, je me suis concentr<e9> sur la tache",42,2,"Strasbourg","France",8,3,NA,2,"OtherScript","Arabe",6,5,"2100","1600",4,2,5,2,4,4,2,4,5,3.5,"SoftSound",NA,0.5,0.5,-0.5,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Threat",0.5,12,12,8,1,2,0,3,5,6,7,4,2,4,6,7,1,1,0,2,5,1,2,3,1,3,2,3,2,1,3,3,2,6,4,-0.296269205254328,0.530944971160877,0.827214176415206,2.25,3.75,1.5
"29","XXXX",1446,"s.be7a29bf-cce9-4158-8b66-e536498463cc.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoftSound",NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.10502495328365,NA,NA,1,NA,NA
"30","XXXX",949,"s.7946e20d-8fde-49b9-8e66-9f854b95afe0.txt",11,"Perplexe et malaisant.",24,2,"Ozouer Le Voulgis","France",3,9,NA,1,"LatinScript",NA,7,30,"250","4500",1,4,2,2,2,1,1,7,7,3.25,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,8,11,15,15,12,9,4,5,4,5,4,3,3,5,6,0,1,1,1,4,6,5,5,5,1,5,1,2,3,4,6,5,5,5,1.03336048562616,1.52535973591524,0.491999250289078,4,5.25,1.25
"31","XXXX",1648,"s.d95fdd2c-4632-430a-ac92-4ec3a134c2ca.txt",10,"J'ai <e9>t<e9> str<e9>ss<e9>.",31,2,"Limoges","France",5,5,NA,1,"LatinScript",NA,2,1,"534","534",1,7,6,6,6,6,7,6,7,6.375,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,16,17,16,3,3,5,6,6,6,6,6,6,4,4,4,0,0,1,4,6,6,5,5,5,5,5,3,6,6,4,5,5,5,5,1.49640253543729,1.34142815875861,-0.154974376678685,5,5,0
"32","XXXX",1533,"s.c8b77db8-1fc5-4774-ac2f-db9d064dc7f0.txt",12,"J'ai surtout ressenti du stress et une difficult<e9> <e0> me concentrer",37,1,"Colmar","France",5,2,NA,1,"LatinScript",NA,6,1,"1150","1150",1,5,6,3,3,3,6,6,6,4.75,"SoftSound",NA,0.5,-0.5,0.5,-0.5,0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,18,15,19,5,8,5,3,3,4,6,7,8,4,4,4,0,1,1,4,5,4,6,5,5,5,5,4,3,4,5,5,5,5,5,1.49640253543729,1.34142815875861,-0.154974376678685,5,5,0
"33","XXXX",1047,"s.85e97798-f171-4ea2-a2d6-2e6845b18e6a.txt",12,"J'attendais d'entendre un son d<e9>sagr<e9>able",34,2,"Trois Palis","France",5,5,NA,1,"LatinScript",NA,4,20,"1500","3000",2,3,6,3,3,3,3,2,3,3.25,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,11,13,7,0,1,1,7,7,6,2,2,3,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,-1.10502495328365,-0.120302190403479,0.984722762880168,1,2.5,1.5
"34","XXXX",252,"s.207071b5-9d7e-4310-aef1-f74be85d8dd8.txt",15,"Belle exp<e9>rience avec de points cibl<e9>s sur mon attention.",29,2,"Athis Mons","France",8,3,NA,1,"LatinScript",NA,7,20,"1800","1800",3,3,5,1,6,1,4,5,4,3.625,"LoudSound",NA,0.5,0.5,-0.5,-0.5,-0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Threat",0.5,27,12,8,16,2,0,4,8,9,6,3,2,6,7,9,1,1,0,1,7,1,2,2,1,1,2,1,1,1,4,4,1,4,4,-0.711227350265492,0.373515818023594,1.08474316828909,1.5,3.25,1.75
"35","XXXX",979,"s.7d638aba-3e93-4047-8f8a-a2ca59f8fb99.txt",9,"j'ai <e9>t<e9> tr<e8>s attentif",19,2,"bordeaux","france",4,8,NA,2,"OtherScript","anglais",8,3,"50","60",1,2,2,1,2,6,1,1,1,2,"LoudSound",NA,0.5,0.5,0.5,-0.5,0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,17,15,21,6,8,3,7,6,7,7,7,4,6,8,6,1,1,1,2,7,2,3,3,2,4,3,3,5,1,2,2,2,2,2,0.170650546820308,-0.495596615753568,-0.666247162573876,3,2,-1
"36","XXXX",780,"s.63c3d003-cfaa-4188-aa72-63a050bd4c25.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SoftSound",NA,NA,NA,NA,NA,NA,NA,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,4,3,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1.05640614616961,NA,NA,4.25,NA,NA
"37","XXXX",320,"s.299def07-3d48-49f2-843b-74525d3a7a87.txt",17,"Les cris m""ont un peu angoiss<e9>e",27,1,"PARIS","FRANCE",7,5,NA,1,"LatinScript",NA,6,20,"1600","0",3,2,5,2,2,2,5,6,6,3.75,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Threat",0.5,19,12,6,8,2,2,3,5,5,5,3,4,4,7,5,0,1,0,1,2,1,3,1,2,2,1,1,1,1,5,3,2,5,3,-0.848465684121568,0.221058539890438,1.06952422401201,1.5,3.25,1.75
"38","XXXX",1815,"s.f17d0a9b-ebce-4afb-bd20-2808a899011f.txt",14,"du stress",29,2,"Cernay les Reims","FRANCE",6,5,NA,1,"LatinScript",NA,6,30,"1600","1800",2,7,7,7,5,7,7,7,7,6.75,"SoftSound",NA,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,21,16,20,2,4,1,4,4,4,4,6,6,4,5,4,1,1,1,2,6,2,3,2,2,2,3,2,2,2,4,6,7,6,7,-0.244307598190856,2.27076119100162,2.51506878919248,2.25,6.5,4.25
"39","XXXX",1085,"s.8c79bee8-c7f2-4fff-9275-3c2e5259c59b.txt",24,"j'ai ressenti du bien <e9>tre!",61,2,"CLERMONT-FERRAND","FRANCE",2,9,NA,1,"LatinScript",NA,5,1,"0","0",1,4,1,1,1,1,1,1,1,1.375,"SoftSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,15,10,10,4,10,11,7,7,7,3,3,3,7,7,7,0,0,1,1,4,1,3,1,1,1,1,1,5,1,3,1,1,1,1,-1.10502495328365,-1.10793820725763,-0.00291325397397868,1,1,0
"40","XXXX",829,"s.69892880-e140-4367-beb7-919411fa7335.txt",11,"tout <e7>a pour quoi ?",52,2,"vitry sur seine","France",7,2,NA,1,"LatinScript",NA,7,15,"10000","15000",1,3,5,3,4,3,5,3,5,3.875,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,7,14,18,12,6,3,5,5,5,5,5,5,7,7,8,1,0,1,1,5,2,1,5,2,1,2,2,6,1,2,3,2,3,2,-0.0201172332393985,-0.200246464988467,-0.180129231749069,2.5,2.5,0
"41","XXXX",1804,"s.f0a1e401-42d8-4e7b-a021-071087dadf0a.txt",14,"Rien en particulier",42,1,"MONT BERNANCHON","FRANCE",3,5,NA,1,"LatinScript",NA,7,15,"1900","1900",3,4,7,5,3,5,4,4,5,4.625,"SoftSound",NA,-0.5,NA,NA,0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,12,8,0,0,0,9,9,9,1,1,1,9,9,9,0,0,1,1,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,-1.10502495328365,-1.10793820725763,-0.00291325397397868,1,1,0
"42","XXXX",1540,"s.c9d39bee-938c-4c47-97b1-f30b83af6db8.txt",15,"Stress",43,2,"Villejuif","France",4,5,NA,2,"OtherScript","Berb<e8>re",6,5,"3000","3000",4,2,4,1,3,5,2,5,4,3.25,"LoudSound",NA,0.5,0.5,-0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,10,20,17,13,3,7,5,5,7,8,4,3,7,4,8,0,1,1,1,1,1,7,1,1,1,1,1,1,1,5,3,2,4,2,-1.10502495328365,-0.0888278913800006,1.01619706190365,1,2.75,1.75
"43","XXXX",433,"s.36ead391-85a0-43e4-9aa0-bc86afd115fa.txt",11,"Du stress d'entendre du bruit et d'<ea>tre surprise",32,1,"Nantes","France",5,9,NA,1,"LatinScript",NA,4,6,"2500","2500",4,4,7,6,6,4,4,3,6,5,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,12,9,0,0,1,6,4,7,6,7,4,7,5,8,0,1,1,1,6,3,2,3,3,1,3,1,2,1,3,4,3,4,4,-0.0358322338287424,0.610562984177563,0.646395218006306,2.5,3.75,1.25
