"","ID_Yapper","ID","participant","TIME_total","Game_Feelings","Age","Gender","Town","Country","Studies","CSP","CSP_Other","Writing_Script_C","Writing_Script","Writing_Language","Subjective_SES","Pay_Distance","Pay_Amount","Pay_Month","Household_Nb","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","PESS_Mean","SoundCalibration","SoundProblem","Check_Sound","Check_Uncomfort","Check_Volume","Knew","KnewTask","KnewIB","PrimaryTask","PrimaryTask_C","Congruency","Congruency_C","Threat","Threat_C","Count_Trial1","Count_TrialCritical","Count_TrialDivided","Error_Trial1","Error_TrialCritic","Error_TrialDivided","PleasureTrial1","PleasureCritical","PleasureDivided","ArousalTrial1","ArousalCritical","ArousalDivided","SenseControlTrial1","SenseControlCritical","SenseControlDivided","Noticing_Critic","Noticing_Divided","Noticing_Full","Angry_pretest","Happy_pretest","Depressed_pretest","Calm_pretest_Recod","Nervous_pretest","Anxious_pretest","Tense_pretest","Stressed_pretest","Angry","Happy","Depressed","Calm_Recod","Nervous","Anxious","Tense","Stressed","FearScore_pre","FearScore_post","FearScore","FearMean_pre","FearMean_post","FearMean"
"779","XXXX",1789,"s.eea2d0ad-d144-4bb1-a7bc-80bc6cee3f71.txt",9,"je me suis sentie amus<e9>e",45,1,"Saint Martin des Tilleuls","France",2,6,NA,1,"LatinScript",NA,4,7,"1400","3500",3,5,6,2,4,3,7,5,5,4.625,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,11,12,9,0,2,1,6,6,7,7,7,8,8,8,8,1,0,1,2,4,6,3,1,5,6,3,1,6,1,3,3,2,2,2,0.457693601642565,-0.311665038596934,-0.769358640239498,3.75,2.25,-1.5
"780","XXXX",1736,"s.e673e5de-ac9e-4da5-a304-4bb10405e232.txt",10,"stress",56,1,"suresnes","france",8,2,NA,1,"LatinScript",NA,5,12,"700","700",1,4,5,4,3,4,5,5,5,4.375,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,14,15,17,9,8,7,3,3,4,7,6,5,6,5,5,0,0,1,1,3,1,5,4,1,4,2,1,1,1,5,5,3,6,5,0.00292842730405274,1.2157995662131,1.21287113890905,2.75,4.75,2
"781","XXXX",1410,"s.ba691cc9-2329-418c-b753-210a701f99b8.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","XXXX",881,"s.703ac5df-4478-429f-9179-240edee7ad76.txt",11,"Calme",32,2,"Lyon","France",8,3,NA,1,"LatinScript",NA,6,24,"2000","2000",1,4,1,1,2,2,2,1,2,1.875,"LoudSound",NA,-0.5,NA,NA,-0.5,0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,16,15,18,7,8,6,6,5,5,7,6,6,8,5,6,0,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,4,4,-1.10502495328365,0.00565266371032505,1.11067761699397,1,2.75,1.75
"783","XXXX",1333,"s.af67a388-6ad5-4f9d-82fa-e991684dae16.txt",13,"C'<e9>tait rigolo mais un peu stressant",30,1,"Le Bouscat","France",5,2,NA,1,"LatinScript",NA,7,18,"600","850",1,5,7,3,3,3,7,4,6,4.75,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,18,20,20,1,0,1,4,5,6,7,6,5,6,7,8,1,0,1,1,6,1,2,5,2,2,5,1,5,1,6,5,2,5,6,0.726724727951054,1.18432526718962,0.45760053923857,3.5,4.5,1
"784","XXXX",1525,"s.c8015cd3-9f56-4b84-8668-1fb97c99c26e.txt",10,"Appr<e9>hension des sons",22,2,"Strasbourg","France",8,3,NA,1,"LatinScript",NA,6,22,"2000","2000",1,3,2,1,1,1,3,1,2,1.75,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,18,19,18,5,4,6,4,2,3,3,4,2,4,3,2,1,1,1,1,4,4,4,1,1,1,1,1,3,4,5,4,4,4,3,-1.10502495328365,0.530618709592576,1.63564366287622,1,3.75,2.75
"785","XXXX",323,"s.2a3e373c-78ab-470b-ab9b-cf97dfb167b5.txt",19,"je suis sensible <e0> tous ce qui se passe autour de moi et jai confiance en moi du coup j'ai ressenti un sentiment de soutien morale.",28,1,"PARIS","FRANCE",5,8,NA,1,"LatinScript",NA,3,20,"615","615",1,7,7,7,7,7,5,7,7,6.75,"SoftSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,21,15,12,2,8,12,7,9,6,2,1,5,4,9,5,0,1,0,1,7,1,2,2,1,7,2,1,2,2,7,1,4,2,3,-0.0166642755487982,-0.244013169094261,-0.227348893545463,3,2.5,-0.5
"786","XXXX",649,"s.52e0909b-93a9-4543-a2e8-5f968eab3db4.txt",15,"J'<e9>tais attentif et j'attends de conna<ee>tre la suite.~~",42,2,"Saint Laurent du Var","France",2,6,NA,1,"LatinScript",NA,3,16,"1700","1700",2,5,6,3,6,3,5,3,5,4.5,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,10,8,0,2,0,4,2,5,2,2,2,9,9,9,1,0,1,1,3,3,2,1,1,2,1,1,1,1,2,2,1,2,2,-0.989264440830865,-0.614120198830553,0.375144242000312,1.25,1.75,0.5
"787","XXXX",475,"s.3ddaa28f-f3be-4dfc-ae5c-17481494eedf.txt",12,"Je n'ai rien ressenti de particulier puisqu'il faut <ea>tre concentr<e9>.",47,2,"Frouard","France",6,9,NA,1,"LatinScript",NA,3,0,"0","2000",1,7,7,7,7,7,7,7,7,7,"SoftSound",NA,-0.5,NA,NA,-0.5,0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,7,8,0,5,0,5,6,6,2,2,1,8,7,7,0,1,1,1,4,4,3,3,2,3,3,1,4,1,2,2,1,1,1,0.0548900343675253,-0.924006630100992,-0.978896664468517,2.75,1.25,-1.5
"788","XXXX",418,"s.35ac9a42-4131-4f52-8a7a-7bae872c32d1.txt",7,"N<e9>cessit<e9> de concentration en raison de l'<e9>l<e9>ment sonore perturbateur",35,2,"Amiens","France",10,3,NA,1,"LatinScript",NA,6,3,"300",NA,5,3,2,1,2,1,2,2,2,1.875,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,21,18,19,2,5,5,3,3,3,6,3,2,9,8,8,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,2,2,2,2,-1.10502495328365,-0.495596615753568,0.609428337530079,1,2,1
"789","XXXX",1567,"s.ceae6343-99c5-440e-9dfa-6c0a77ec44e7.txt",9,NA,51,2,"NIORT","france",8,3,NA,1,"LatinScript",NA,7,20,"3000","3000",2,3,3,3,3,3,3,3,6,3.375,"SoftSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Threat",0.5,11,12,8,0,2,0,3,4,3,3,6,7,4,4,3,0,0,0,5,4,5,5,5,5,6,5,4,3,5,2,6,6,6,6,1.61216304789007,1.95376975026266,0.341606702372591,5.25,6,0.75
"790","XXXX",832,"s.69d508b5-0ef4-4df4-945c-9275c4d5ec1d.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","XXXX",878,"s.6fb462d3-ef38-4530-912e-6dc2e1153941.txt",17,"Je ne comprends pas pourquoi on a demand<e9> de v<e9>rifier le son.",34,1,"Br<e9>aut<e9>","France",5,5,NA,1,"LatinScript",NA,4,13,"1400","3400",3,6,4,1,3,3,3,4,4,3.5,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,22,18,20,3,2,1,4,5,4,4,6,6,2,4,4,1,1,1,1,5,1,2,2,3,1,2,2,3,1,4,2,2,2,2,-0.429629836846898,-0.495596615753568,-0.06596677890667,2,2,0
"792","XXXX",1380,"s.b6621c6a-ae2e-4991-8ff0-63880f9cebc8.txt",11,"pourquoi faire un test de son si il n'y a pas de son?~~Et pourquoi ces exercices aurrais une influence sur mes <e9>motions?~~Bonne <e9>tude a vous.",41,2,"Illkirch-Graffenstaden","France",5,5,NA,1,"LatinScript",NA,3,25,"2100","3200",1,3,1,3,2,2,4,3,5,2.875,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,14,18,17,5,2,4,5,5,5,1,1,1,9,9,9,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-0.684303987458534,-1.10793820725763,-0.423634219799092,1.5,1,-0.5
"793","XXXX",966,"s.7c1ba4db-086d-43c7-a8b1-63899471287d.txt",8,"tache de logique peu fatiguante",43,1,"isles sur suippe","france",8,3,NA,1,"LatinScript",NA,8,7,"2500","7500",4,2,1,1,1,1,1,2,1,1.25,"LoudSound",NA,-0.5,NA,NA,0.5,0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,20,18,23,3,5,1,5,5,5,4,3,1,6,9,9,1,1,1,1,7,1,1,1,1,2,2,1,7,1,1,1,1,1,1,-0.778903957918308,-1.10793820725763,-0.329034249339318,1.5,1,-0.5
"794","XXXX",1744,"s.e819bd5b-b019-4ced-ae5e-72c54916c06c.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LoudSound",NA,NA,NA,NA,NA,NA,NA,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,3,2,5,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1.2148050220187,NA,NA,4.5,NA,NA
"795","XXXX",1197,"s.9b099dc5-8911-4fc1-ac0b-d8af264026d3.txt",9,"cela demander beaucoup d'attention , mais tr<e8>s bon exercice",30,1,"le grand serre","france",3,5,NA,1,"LatinScript",NA,4,10,"1530","1530",1,7,7,7,7,7,7,7,7,7,"LoudSound","Solved",-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,19,17,25,4,6,1,6,5,5,8,7,7,6,5,5,0,1,1,4,4,4,5,6,6,5,7,4,3,3,5,5,7,5,7,2.2413593780773,1.97541104023652,-0.265948337840781,6,6,0
"796","XXXX",1670,"s.dd093bc4-d8b0-4a26-8cdc-9e47d3f4162b.txt",6,"Rien de sp<e9>cial",39,2,"Vernouillet","France",5,5,NA,1,"LatinScript",NA,2,11,"500","500",4,4,6,6,4,5,3,4,4,4.5,"LoudSound",NA,0.5,0.5,-0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,23,20,25,13,8,17,4,4,7,4,4,4,4,4,4,0,0,1,5,4,4,3,5,6,6,5,4,3,4,3,5,4,4,4,1.75296180459937,0.913018144411183,-0.839943660188188,5.5,4.25,-1.25
"797","XXXX",406,"s.349d2cb2-6361-4c95-a5a3-c7f82608c132.txt",19,"j'ai bien aim<e9> (se concentrer sur l'image en essayant de ne pas etre perturb<e9>s par les bruits)",64,1,"MARANS","FRANCE",3,11,"au foyer",1,"LatinScript",NA,5,15,"300","1000",1,5,4,4,5,4,4,4,4,4.25,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,11,8,0,1,0,7,6,7,6,6,6,7,7,7,0,1,1,1,4,2,3,2,2,2,2,1,6,1,4,2,2,1,1,-0.454668081103413,-0.805483047024007,-0.350814965920594,2,1.5,-0.5
"798","XXXX",497,"s.40f72604-3775-45ec-acc8-e03e8860ce11.txt",8,"Rien de sp<e9>cial",26,1,"Villers cotterets","France",6,4,NA,1,"LatinScript",NA,3,7,"1800","1800",2,4,6,6,4,5,7,6,7,5.625,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,17,19,20,2,1,1,5,5,5,3,3,3,9,9,9,1,1,1,1,4,5,5,5,6,5,5,1,3,3,3,3,3,3,1,1.63720129214659,-0.280190739573455,-1.91739203172004,5.25,2.5,-2.75
"799","XXXX",170,"s.14209017-991f-4bd8-a4d6-00bf96ee3bf0.txt",18,"Rien de particulier",55,1,"Saint Maixent l'<e9>cole","France",2,5,NA,1,"LatinScript",NA,7,5,"2100","4000",2,2,5,2,4,1,3,5,4,3.25,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,10,8,0,2,0,4,5,6,5,5,7,7,8,8,0,1,0,2,4,1,2,2,1,1,1,1,4,1,3,3,2,2,2,-0.921587833178048,-0.311665038596934,0.609922794581115,1.25,2.25,1
"800","XXXX",500,"s.411b99f9-062f-444b-9cb3-987bb42b3ff7.txt",13,"confusion au d<e9>part",25,1,"/","france",4,10,NA,1,"LatinScript",NA,6,0,"0","1000",1,4,4,1,3,1,4,4,2,2.875,"LoudSound",NA,0.5,0.5,0.5,-0.5,0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,10,8,0,2,0,4,4,4,6,5,4,6,7,6,0,1,0,2,4,4,6,2,4,5,4,1,2,5,2,1,4,3,4,0.594931935498641,0.0658732621761779,-0.529058673322463,3.75,3,-0.75
"801","XXXX",398,"s.339aabc8-7985-454c-ab76-f5e524aa06cd.txt",12,"Ras",34,1,"Antibes","France",7,9,NA,1,"LatinScript",NA,5,7,"112","2000",4,7,7,1,7,5,6,7,7,5.875,"SoftSound",NA,-0.5,NA,NA,0.5,0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,28,18,19,9,2,2,5,5,5,5,5,5,5,5,5,1,0,0,1,7,1,1,1,1,1,1,1,6,1,4,1,1,1,4,-1.10502495328365,-0.512534634271709,0.592490319011938,1,1.75,0.75
"802","XXXX",1182,"s.99880f21-f96f-49d8-bcbc-f2c8f0e6f319.txt",6,NA,52,2,"LE PLESSIS-ROBINSON","FRANCE",11,3,NA,2,"OtherScript","CHINOIS",8,14,"3000","9000",4,5,7,6,6,6,7,6,7,6.25,"LoudSound",NA,-0.5,NA,NA,0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,29,12,8,19,0,0,2,7,9,6,7,8,6,8,8,0,0,1,6,2,4,4,3,6,5,5,1,5,1,1,1,1,1,1,1.27032705193539,-1.10793820725763,-2.37826525919302,4.75,1,-3.75
"803","XXXX",1105,"s.8e39094b-d207-4dbf-b584-36ce7112e615.txt",4,"une belle experience",36,2,"feurs","France",2,5,NA,1,"LatinScript",NA,8,2,"2000","2000",6,5,3,4,4,5,5,5,5,4.5,"SoftSound",NA,0.5,0.5,-0.5,-0.5,-0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,38,17,18,19,3,3,6,8,8,6,7,9,9,8,8,0,1,1,5,6,4,2,4,2,5,4,4,4,5,4,5,4,3,5,0.680208662291245,1.00006742846469,0.319858766173443,3.75,4.25,0.5
"804","XXXX",1487,"s.c33303ef-f1e2-4b4c-a4b3-4d8b0aaa28e5.txt",11,"Un sentiment d'inqui<e8>tude avec le bruit de l'alarme et le son des cris/hurlements",38,1,"CANNES","FRANCE",5,5,NA,1,"LatinScript",NA,4,22,"1900","2000",4,4,7,7,7,7,7,7,7,6.625,"SoftSound",NA,0.5,-0.5,0.5,0.5,0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,17,17,17,2,3,4,7,9,9,1,1,1,8,9,9,1,1,1,7,2,1,7,2,2,3,5,1,1,1,1,1,1,1,1,0.29217388008704,-1.10793820725763,-1.40011208734467,3,1,-2
"805","XXXX",1703,"s.e1deb022-3c1c-4f46-8e7b-be9c31fdd3c3.txt",10,"de la curiosit<e9>",61,2,"arn<e9>guy","france",2,7,NA,1,"LatinScript",NA,6,5,"1000","2500",2,1,1,1,7,1,1,1,1,1.75,"SoftSound",NA,0.5,-0.5,0.5,-0.5,0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,26,18,19,3,5,5,4,7,8,2,2,2,8,8,8,1,1,0,1,4,1,3,4,2,3,3,1,1,1,1,1,1,1,1,0.238327154473124,-1.10793820725763,-1.34626536173075,3,1,-2
"806","XXXX",833,"s.69e0411b-22f8-46a7-8937-cf29d0a8d34a.txt",9,"De la curiosit<e9> et du l<e2>cher prise au moment d'<ea>tre concentr<e9> puis de la frustration de ne pas arriver <e0> tout compter",31,1,"Canals","France",6,5,NA,1,"LatinScript",NA,4,5,"1300","1400",1,6,6,6,7,7,6,6,6,6.25,"SoftSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,22,17,19,1,6,5,5,4,7,3,4,4,6,7,6,1,1,1,3,3,5,2,2,3,2,4,2,3,3,5,4,4,3,4,0.106851641430998,0.617667993646081,0.510816352215084,2.75,3.75,1
"807","XXXX",826,"s.68ecdfd2-86ec-475c-afbe-b1b649fd266e.txt",10,"RIEN",45,1,"SAINT DIE","FRANCE",2,6,NA,1,"LatinScript",NA,1,15,"600","600",2,7,1,7,7,7,7,7,7,6.25,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,0,0,4,19,20,17,8,8,8,8,8,8,1,1,8,0,0,0,5,5,1,4,5,5,5,5,1,6,1,1,1,1,1,1,1.49640253543729,-1.10793820725763,-2.60434074269492,5,1,-4
"808","XXXX",1755,"s.e94e46d4-19c7-47dd-95c5-af21da659cda.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","XXXX",239,"s.1ee5741f-66c3-4e7e-97e8-df3f26541343.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LoudSound",NA,NA,NA,NA,NA,NA,NA,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5,1,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.363410910593077,NA,NA,3.25,NA,NA
"810","XXXX",1202,"s.9cc5127c-e5c1-4240-8f47-6fea97ad4218.txt",7,"pas grand chose",36,2,"rennes","france",2,5,NA,1,"LatinScript",NA,4,4,"1300","1300",1,5,5,4,6,6,5,5,6,5.25,"SoftSound",NA,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,11,8,0,1,0,5,5,4,4,4,4,8,8,8,1,1,1,1,5,1,1,1,1,1,1,1,4,1,2,2,2,2,2,-1.10502495328365,-0.495596615753568,0.609428337530079,1,2,1
"811","XXXX",1735,"s.e66c94f2-f376-4468-8661-8a4042033f76.txt",9,"Stress<e9>",33,1,"Ezanville","France",3,5,NA,1,"LatinScript",NA,4,31,"1600","1000",5,7,7,7,7,7,7,7,7,7,"SoftSound",NA,0.5,0.5,-0.5,0.5,0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,19,18,16,4,5,8,3,1,1,9,9,8,1,2,3,0,1,1,7,3,7,5,7,7,7,7,7,2,7,6,7,7,7,7,2.79711627979776,2.56611134176672,-0.231004938031039,7,7,0
"812","XXXX",1040,"s.853b5f7c-1620-4621-8595-91aef0c5ef0e.txt",19,"j'ai fait travailler mon cerveau",23,2,"Gagny","France",3,8,NA,1,"LatinScript",NA,8,1,"800","3000",1,2,7,1,2,2,2,3,2,2.625,"LoudSound",NA,-0.5,NA,NA,0.5,-0.5,-0.5,"BlackFocus",0.5,"Incongruent",-0.5,"Control",-0.5,10,0,8,1,14,0,9,5,5,2,1,3,9,7,6,0,0,1,1,7,1,4,1,1,1,1,1,3,1,4,2,2,1,3,-1.10502495328365,-0.408547331700062,0.696477621583585,1,2,1
"813","XXXX",1141,"s.939ee6e7-241b-46c4-a171-ffb5713448b1.txt",9,"Serenite",37,2,"Saint cyr au mont d'or","France",2,6,NA,1,"LatinScript",NA,7,24,"1300","1300",1,5,7,7,7,7,6,7,7,6.625,"SoftSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Control",-0.5,23,12,12,0,11,12,6,4,4,4,7,8,9,4,4,0,0,1,1,6,1,2,1,1,1,1,2,6,2,1,2,2,2,2,-1.10502495328365,-0.495596615753568,0.609428337530079,1,2,1
"814","XXXX",1436,"s.bd5ff37f-96c2-4935-9bf5-70ea7742606a.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,6,3,4,3,5,5,5,4.375,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,8,13,15,15,10,9,1,4,4,6,6,5,4,4,4,0,0,1,5,1,5,6,5,2,5,5,2,1,5,6,5,2,5,5,1.0740062653094,0.985857409527652,-0.0881488557817487,4.25,4.25,0
"815","XXXX",746,"s.5fa9cc37-7722-4488-ac43-ed5bbfcc7507.txt",8,"curieux",22,2,"Lille","France",8,8,NA,1,"LatinScript",NA,8,25,"1200","2000",1,1,1,1,1,1,2,2,5,1.75,"LoudSound",NA,-0.5,NA,NA,-0.5,0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,19,11,8,9,1,0,6,7,7,3,1,1,9,9,9,0,1,1,1,4,2,1,2,3,2,2,2,2,2,1,2,2,2,4,-0.313869324394116,-0.0986609004296233,0.215208423964492,2.25,2.5,0.25
"816","XXXX",589,"s.4d49ba03-150e-44df-8f12-417c899294a6.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LoudSound",NA,-0.5,NA,NA,NA,NA,NA,"BlackFocus",0.5,"Congruent",0.5,"Control",-0.5,14,17,14,5,3,7,6,6,6,3,4,6,7,6,5,1,1,1,1,4,1,3,3,2,4,2,1,3,1,4,2,5,3,1,-0.0397099360922493,-0.22707515057612,-0.187365214483871,2.75,2.75,0
"817","XXXX",1277,"s.a6ef9a63-b518-4e94-aa09-4c9a9b3df0ff.txt",6,"je n'ai pas trop aim<e9> la femme qui crie",57,1,"saint just sur dive","France",2,9,NA,1,"LatinScript",NA,5,16,"3500","2500",3,4,5,3,2,4,5,4,5,4,"SoftSound",NA,0.5,0.5,-0.5,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,5,2,2,5,10,6,1,4,6,4,4,6,7,6,6,0,0,0,1,7,1,1,1,1,1,1,1,7,1,4,5,5,5,4,-1.10502495328365,1.14296030109663,2.24798525438028,1,4.75,3.75
"818","XXXX",1462,"s.c012c301-ce3a-45ef-af4d-83da8ec7bb4c.txt",10,"Quand on demande de compter des <e9>l<e9>ments par rapport <e0> d'autres, on se doute que c'est pour divertir notre attention.",52,2,"Nantes","FRance",5,5,NA,1,"LatinScript",NA,4,7,"1300","1300",1,3,5,4,6,2,6,3,3,4,"SoftSound",NA,0.5,0.5,0.5,-0.5,0.5,0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,14,14,20,5,6,1,3,3,3,4,4,4,6,4,4,1,1,1,5,3,5,5,5,5,5,5,3,4,4,3,4,4,4,4,1.49640253543729,0.729086567254548,-0.767315968182743,5,4,-1
"819","XXXX",235,"s.1e37e9ce-8fc4-4845-9546-75074e499ae9.txt",7,"bien",28,1,"melun","france",0,5,NA,1,"LatinScript",NA,5,15,"1500","1700",1,2,2,2,3,5,2,3,6,3.125,"LoudSound",NA,-0.5,NA,NA,-0.5,-0.5,-0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Control",-0.5,10,10,8,0,2,0,5,5,5,4,4,5,5,4,5,0,0,0,2,5,2,3,3,3,2,2,1,2,1,1,1,1,1,1,-0.130432204288517,-1.10793820725763,-0.977506002969109,2.5,1,-1.5
"820","XXXX",1797,"s.ef5153f1-cc8d-47e3-9a68-4236711ee868.txt",12,"rien",52,1,"Saint-Savin (33920)","france",2,4,NA,1,"LatinScript",NA,6,15,"2100","3800",5,4,6,6,6,5,4,6,6,5.375,"SoftSound",NA,0.5,-0.5,0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Incongruent",-0.5,"Threat",0.5,10,11,8,0,1,0,5,5,5,5,2,2,8,8,8,0,1,1,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,0.379125911182421,-0.495596615753568,-0.874722526935989,3.25,2,-1.25
"821","XXXX",749,"s.606d04e8-670a-4fe7-96a3-a16d87e7f403.txt",11,NA,31,1,"RENNES","FRANCE",8,4,NA,1,"LatinScript",NA,4,10,"1650","1650",1,6,5,3,4,4,7,5,5,4.875,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,-0.5,"BlackFocus",0.5,"Congruent",0.5,"Threat",0.5,17,18,15,2,2,6,4,3,3,7,7,6,7,5,3,0,1,0,1,5,3,2,1,4,2,2,2,3,2,5,6,5,5,4,-0.356507687790418,1.32689187825327,1.68339956604369,2.25,5,2.75
"822","XXXX",314,"s.28f22553-9434-47be-b438-b34054db010f.txt",10,"C'<e9>tait stressant et les cris assez r<e9>alistes, pas tr<e8>s agr<e9>able",24,2,"Callian","France",5,9,NA,1,"LatinScript",NA,5,29,"972","972",1,4,2,3,1,2,5,3,3,2.875,"LoudSound",NA,0.5,0.5,0.5,-0.5,-0.5,0.5,"WhiteFocus",-0.5,"Congruent",0.5,"Threat",0.5,22,19,20,1,4,4,3,2,3,6,7,7,6,6,5,1,1,1,2,2,3,3,3,3,3,3,1,1,2,7,4,4,4,3,0.195688791076822,0.530618709592576,0.334929918515754,3,3.75,0.75
