"","participant","chooserandom_Instruction_1","chooserandom_Condition_1","chooserandom_Relevance_1","ID_Yapper","Angry_pretest","Anxious_pretest","Happy_pretest","Depressed_pretest","Tense_pretest","Calm_pretest","Stressed_pretest","Nervous_pretest","SoundCalibration_1","SoundProblem_1","count_Trial1_Irrelevant_1","Pleasure_Trial1_Irrelevant_1","Arousal_Trial1_Irrelevant_1","Control_Trial1_Irrelevant_1","count_Criticaltrial_Irrelevant_1","Pleasure_Criticaltrial_Irrelevant_1","Arousal_Criticaltrial_Irrelevant_1","Control_Criticaltrial_Irrelevant_1","IB_Criticaltrial_Irrelevant_1","IB_Feature_Criticaltrial_Irrelevant_1","IB_Color_Criticaltrial_Irrelevant_1","IB_Motion_Criticaltrial_Irrelevant_1","count_Dividedtrial_Irrelevant_1","Pleasure_Dividedtrial_Irrelevant_1","Arousal_Dividedtrial_Irrelevant_1","Control_Dividedtrial_Irrelevant_1","IB_Dividedtrial_Irrelevant_1","IB_Feature_Dividedtrial_Irrelevant_1","IB_Color_Dividedtrial_Irrelevant_1","IB_Motion_Dividedtrial_Irrelevant_1","IB_Fulltrial_Irrelevant_1","IB_Feature_Fulltrial_Irrelevant_1","IB_Color_Fulltrial_Irrelevant_1","IB_Motion_Fulltrial_Irrelevant_1","count_Trial1_Relevant_1","Pleasure_Trial1_Relevant_1","Arousal_Trial1_Relevant_1","Control_Trial1_Relevant_1","count_Criticaltrial_Relevant_1","Pleasure_Criticaltrial_Relevant_1","Arousal_Criticaltrial_Relevant_1","Control_Criticaltrial_Relevant_1","IB_Criticaltrial_Relevant_1","IB_Feature_Criticaltrial_Relevant_1","IB_Color_Criticaltrial_Relevant_1","IB_Motion_Criticaltrial_Relevant_1","count_Dividedtrial_Relevant_1","Pleasure_Dividedtrial_Relevant_1","Arousal_Dividedtrial_Relevant_1","Control_Dividedtrial_Relevant_1","IB_Dividedtrial_Relevant_1","IB_Feature_Dividedtrial_Relevant_1","IB_Color_Dividedtrial_Relevant_1","IB_Motion_Dividedtrial_Relevant_1","IB_Fulltrial_Relevant_1","IB_Feature_Fulltrial_Relevant_1","IB_Color_Fulltrial_Relevant_1","IB_Motion_Fulltrial_Relevant_1","Angry","Anxious","Happy","Depressed","Tense","Calm","Stressed","Nervous","Check_sound_1","Check_Uncomfort_1","Check_Volume_1","Connaissance_1","Connaissance_Task_1","Connaissance_IB_1","Subjective_SES","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","Pay_Distance","Household_Nb","Pay_Amount","Pay_Month","Age","Gender","Town","Country","Writing_Script_C","Writing_Language","Studies","CSP","CSP_Other","Game_Feelings","TIME_start","TIME_end","TIME_total","ID","PrimaryTask","PrimaryTask_C","Threat","Threat_C","Congruency","Congruency_C","Calm_pretest_Recod","Calm_Recod","SoundCalibration","SoundProblem","Count_Trial1","Count_TrialCritical","Count_TrialDivided","Error_Trial1","Error_TrialCritic","Error_TrialDivided","PleasureTrial1","PleasureCritical","PleasureDivided","ArousalTrial1","ArousalCritical","ArousalDivided","SenseControlTrial1","SenseControlCritical","SenseControlDivided","Noticing_Critic","Noticing_Divided","Noticing_Full","Check_Sound","Check_Uncomfort","Check_Volume","Knew","KnewTask","KnewIB","Writing_Script","FearScore_pre","FearScore_post","FearMean_pre","FearMean_post","FearScore","FearMean","PESS_Mean"
"491","s.11a37a53-afe4-4bd9-8f5e-2f98ffa643c4.txt",1,2,1,"XXXX",1,2,6,2,3,5,3,3,2,NA,10,7,4,7,10,7,3,7,1,3,2,4,8,7,4,7,1,3,2,2,2,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,1,6,2,2,1,1,2,1,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-05-17-18",NA,NA,149,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,3,2,"SoftSound",NA,10,10,8,0,2,0,7,7,7,4,3,4,7,7,7,1,1,0,0.5,0.5,0.5,-0.5,0.5,-0.5,NA,0.0548900343675253,-0.607015189362035,2.75,1.75,-0.66190522372956,-1,NA
"492","s.4a4e1bac-8689-4db2-a0f9-efcc2a700203.txt",1,2,2,"XXXX",1,3,4,3,2,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,7,16,4,5,6,2,NA,NA,NA,10,5,6,4,1,4,3,2,1,3,2,2,1,1,2,2,3,6,2,3,1,2,2,1,1,1,4,6,6,4,4,4,7,5,1,18,1,"1200","1200",27,1,"Tierc<e9>","France",1,NA,3,9,NA,NA,"2023-09-05-19-57","2023-09-05-20-05",8,566,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,2,2,"SoftSound",NA,14,16,10,9,7,14,4,4,5,6,5,6,7,6,4,0,1,1,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",0.263365398729639,-0.318770048065452,3,2.25,-0.58213544679509,-0.75,4.625
"493","s.0e4d6e76-fecd-465f-9d9a-65ef2c93077f.txt",2,2,2,"XXXX",2,3,5,2,3,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,7,7,17,4,8,5,2,NA,NA,NA,18,4,5,5,2,NA,NA,NA,1,3,2,2,3,5,2,2,5,3,4,4,1,1,2,1,1,1,7,4,6,3,3,3,3,5,6,27,2,"2000","4000",32,2,"Paris","France",2,"Anglais",8,3,NA,"les cris <e9>taient assez angoissant. j'ai senti une certaine tension que j'ai du r<e9>prim<e9> pour rester concentr<e9>","2023-09-06-10-22","2023-09-06-10-31",9,118,"BlackFocus",0.5,"Threat",0.5,"Congruent",0.5,3,5,"LoudSound",NA,17,17,18,2,3,3,5,4,4,7,8,5,7,5,5,0,0,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"OtherScript",0.379125911182421,0.959028723939999,3.25,4.5,0.579902812757578,1.25,4.125
"494","s.119adb2b-5aec-4050-bc6d-01323c3d6294.txt",1,1,1,"XXXX",2,4,2,3,5,4,5,4,3,NA,10,5,2,8,10,7,2,8,2,NA,NA,NA,8,8,2,8,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,5,2,4,2,NA,NA,1,1,2,7,2,2,1,2,1,1,4,3,3,2,"3350","3350",44,2,"ANTIBES","France",1,NA,8,3,NA,"De la concentration","2023-09-26-21-22","2023-09-26-21-31",9,147,"WhiteFocus",-0.5,"Control",-0.5,"Incongruent",-0.5,4,3,"LoudSound",NA,10,10,8,0,2,0,5,7,8,2,2,2,8,8,8,0,1,1,-0.5,NA,NA,-0.5,-0.5,0.5,"LatinScript",1.1721666586224,-0.0163148878318326,4.5,2.75,-1.18848154645423,-1.75,2
"495","s.24726bde-d7e1-46e2-a6db-2dbc35c2ab98.txt",1,2,2,"XXXX",1,1,7,1,1,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,7,3,6,15,6,3,6,1,3,4,4,18,6,3,6,1,3,4,4,1,3,4,4,1,1,7,1,1,7,2,1,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,24,1,"1415","1600",29,2,"le creusot","france",1,NA,3,5,NA,"je n'est pas ressentis de chose g<e9>nante juste les crie on ce s'aurais dis dans un film d'horreur mais sans que <e7>a ne me g<e9>ne","2023-09-05-15-02","2023-09-05-15-09",7,279,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,1,1,"LoudSound",NA,23,15,18,0,8,6,7,6,6,3,3,3,6,6,6,1,1,1,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",-0.89466447037109,-0.909470349595654,1.25,1.25,-0.0148058792245633,0,1
"496","s.5cd9c7a6-a16e-49fe-b030-b87c4169f3d4.txt",1,2,2,"XXXX",1,1,3,2,1,4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,6,5,23,2,7,3,2,NA,NA,NA,28,2,7,2,2,NA,NA,NA,1,3,4,1,1,6,1,4,5,1,5,6,1,1,1,1,1,1,4,3,4,1,1,1,2,1,1,20,4,"1200","1200",30,1,"Saint dizier","France",2,"Anglais espagnol berb<e8>re",8,9,NA,"Sentiment de stress, de g<ea>ne et d'angoisse","2023-09-15-17-29","2023-09-15-17-42",13,726,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,4,7,"LoudSound",NA,22,23,28,1,0,4,4,2,2,6,7,7,5,3,2,0,0,1,0.5,0.5,-0.5,-0.5,-0.5,-0.5,"OtherScript",-0.26358302163342,1.64388331899223,2,5.5,1.90746634062565,3.5,1.75
"497","s.d3810809-81ab-4d39-81f3-004985c79762.txt",1,2,1,"XXXX",1,1,6,1,3,6,3,2,3,NA,11,4,5,5,11,2,8,4,1,3,2,2,9,2,2,5,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,2,1,4,7,6,1,1,2,1,1,2,7,4,5,2,4,4,3,6,5,14,3,"1500","3000",39,1,"Blois","France",2,"Arabe",6,4,NA,"Un peu de stress et d'angoisse <e0> cause des sons","2023-09-22-23-31","2023-09-22-23-41",10,1600,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,2,4,"LoudSound",NA,11,11,9,1,1,1,4,2,2,5,8,2,5,4,5,1,1,1,0.5,0.5,0.5,-0.5,-0.5,0.5,"OtherScript",-0.26934584244737,1.71366832295929,2.25,5.25,1.98301416540666,3,4.125
"498","s.11e06c18-7335-48bf-b62c-2918d585824f.txt",1,1,2,"XXXX",2,2,3,1,4,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,3,9,19,5,3,8,2,NA,NA,NA,20,5,2,8,2,NA,NA,NA,2,6,7,7,2,2,3,1,2,5,2,2,2,NA,NA,1,1,2,3,4,3,3,4,2,7,5,6,8,1,"380","380",21,2,"Toulouse","France",1,NA,6,8,NA,"un calme","2023-09-20-13-56","2023-09-20-14-04",8,151,"WhiteFocus",-0.5,"Control",-0.5,"Congruent",0.5,5,3,"LoudSound",NA,20,19,20,3,4,4,5,5,5,3,3,2,9,8,8,0,0,0,-0.5,NA,NA,-0.5,-0.5,0.5,"LatinScript",0.327164304118948,-0.495596615753568,3.25,2,-0.822760919872516,-1.25,4.25
"499","s.56381e81-e16c-4e7b-96af-800f8ecde1fb.txt",1,2,1,"XXXX",6,4,1,5,4,1,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-18-10-29",NA,NA,671,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,7,NA,"SoftSound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.21291990346825,NA,4.5,NA,NA,NA,NA
"500","s.6e14e503-e4a1-447d-a60f-16920384f0c9.txt",1,2,1,"XXXX",1,1,4,2,1,6,1,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-19-13-40",NA,NA,863,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,2,NA,"SoftSound",NA,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1.10502495328365,NA,1,NA,NA,NA,NA
"501","s.dd167729-a64e-4eba-a056-5971f29fa06d.txt",1,1,2,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-26-10-57",NA,NA,1671,"WhiteFocus",-0.5,"Control",-0.5,"Congruent",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","s.d72ada9c-edd2-4d0c-986e-bdc16026c8da.txt",2,1,2,"XXXX",2,5,4,6,5,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,6,6,19,3,7,4,1,3,2,2,18,6,6,6,1,3,2,2,1,3,2,2,1,5,4,2,3,3,3,5,2,NA,NA,1,1,1,3,5,7,7,6,6,7,7,7,3,4,"900","1500",28,1,"ST VALLIER","France",1,NA,1,5,NA,"Ca ma perturb<e9>, de voir pass<e9> le rond noir, qui ma fait perdre les comptes des rebons lors de la premiere tache.","2023-10-03-08-41","2023-10-03-08-51",10,1633,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,5,5,"LoudSound",NA,16,19,18,3,1,3,4,3,6,6,7,6,6,4,6,1,1,1,-0.5,NA,NA,-0.5,-0.5,-0.5,"LatinScript",1.31296541533169,0.721655296217728,4.75,4,-0.591310119113964,-0.75,6.5
"503","s.5231d19b-e9f6-4b3d-ad77-a0c4f8a6a381.txt",2,2,2,"XXXX",4,6,2,6,6,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,6,3,28,3,7,7,1,3,2,2,27,2,7,3,2,NA,NA,NA,1,3,2,2,5,6,2,6,6,3,6,5,1,1,1,1,1,1,4,7,7,7,7,7,7,7,7,23,3,"1200","1400",35,2,"Issoudun","France",1,NA,2,5,NA,"Stress","2023-09-06-20-57","2023-09-06-21-04",7,643,"BlackFocus",0.5,"Threat",0.5,"Congruent",0.5,6,5,"LoudSound",NA,32,28,27,13,8,6,2,3,2,6,7,7,3,7,3,1,0,1,0.5,0.5,-0.5,-0.5,-0.5,-0.5,"LatinScript",1.77988516740633,1.76983817310603,5.5,5.75,-0.0100469943002988,0.25,7
"504","s.2b700952-460f-4081-acf9-1c2cd3b3ac7b.txt",1,2,2,"XXXX",1,1,5,1,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,6,3,21,4,6,4,1,3,4,2,19,6,4,4,1,3,4,2,1,1,2,1,1,2,1,1,4,3,4,4,1,1,1,2,2,1,9,1,1,1,1,1,1,3,3,24,1,"2000","3100",30,2,"Herblay","France",1,NA,8,3,NA,"Un peu de stress et mont<e9>e d'adr<e9>naline","2023-09-06-07-30","2023-09-06-07-39",9,333,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,6,5,"LoudSound",NA,21,21,19,2,2,5,3,4,6,6,6,4,3,4,4,1,1,0,0.5,0.5,-0.5,0.5,0.5,-0.5,"LatinScript",-0.452782962552969,0.492039401100579,2,3.5,0.944822363653548,1.5,1.5
"505","s.a520e0b3-668f-4821-99d7-cb8501508933.txt",2,2,1,"XXXX",1,3,5,3,2,6,3,2,3,NA,11,5,2,8,12,4,3,8,2,NA,NA,NA,9,4,3,8,2,NA,NA,NA,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,2,6,2,1,1,1,2,1,1,2,7,3,3,1,3,2,2,4,1,6,1,"1800","1800",31,2,"Clermont-Ferrand","France",1,NA,5,5,NA,"Plut<f4>t sympa <e0> faire, j'ai vu le rond mais ne l'est pas consid<e9>r<e9> comme un <e9>l<e9>ment inattendu","2023-10-25-12-50","2023-10-25-12-59",9,1259,"BlackFocus",0.5,"Threat",0.5,"Incongruent",-0.5,2,2,"LoudSound",NA,11,12,9,0,2,1,5,4,4,2,3,3,8,8,8,0,0,0,0.5,0.5,0.5,-0.5,-0.5,0.5,"LatinScript",-0.103508841481559,-0.798051775987187,2.5,1.5,-0.694542934505628,-1,2.375
"506","s.a7e87db7-9485-43fd-949f-114724074131.txt",1,2,1,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-25-13-23",NA,NA,1282,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","s.f1cb345f-4b3a-46d3-b7b2-72c779da1d9b.txt",1,2,1,"XXXX",1,1,1,1,1,5,1,1,3,2,21,5,5,5,11,5,5,5,2,NA,NA,NA,15,5,5,5,1,3,2,2,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,7,7,6,7,7,7,7,7,15,5,NA,NA,51,1,"OBERNAI","France",2,"allemand",3,10,NA,"aga<e7>ante","2023-09-11-11-00","2023-09-11-11-07",7,1817,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,3,7,"LoudSound","Solved",21,11,15,11,1,7,5,5,5,5,5,5,5,5,5,0,1,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"OtherScript",-1.10502495328365,-1.10793820725763,1,1,-0.00291325397397868,0,6.875
"508","s.72e8071b-6a53-4e73-b82f-39f9b2a88b9e.txt",1,2,1,"XXXX",2,2,6,2,2,6,2,2,2,NA,21,7,3,6,12,6,3,6,2,NA,NA,NA,8,6,4,6,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,2,2,6,2,2,1,1,2,1,1,1,5,4,2,2,3,2,2,2,2,0,4,"1000","3000",32,1,"Lyon","France",1,NA,3,5,NA,"un peu de plaisir durant l'<e9>tude.","2023-10-18-14-46","2023-10-18-14-54",8,901,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,2,2,"SoftSound",NA,21,12,8,11,0,0,7,6,6,3,3,4,6,6,6,0,1,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",-0.454668081103413,-0.495596615753568,2,2,-0.0409285346501554,0,2.375
"509","s.4072abb2-3521-4c6d-acbe-f8e7f1e38fa4.txt",2,1,1,"XXXX",1,1,6,1,1,6,1,1,3,NA,11,7,3,9,12,5,2,7,2,NA,NA,NA,11,5,2,7,2,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,1,6,1,1,2,NA,NA,1,1,1,8,6,7,5,6,7,6,5,4,10,4,"1500","3800",48,1,"R<e9>aumont","France",1,NA,6,2,NA,"Il faut se concentrer pour suivre les carr<e9>s","2023-10-17-14-26","2023-10-17-14-40",14,494,"BlackFocus",0.5,"Control",-0.5,"Incongruent",-0.5,2,2,"LoudSound",NA,11,12,11,0,2,3,7,5,5,3,2,2,9,7,7,0,0,1,-0.5,NA,NA,-0.5,-0.5,-0.5,"LatinScript",-1.10502495328365,-1.10793820725763,1,1,-0.00291325397397868,0,5.75
"510","s.8f3daf86-2a1c-4825-97f8-8fbc03760716.txt",2,1,1,"XXXX",3,3,5,5,4,6,5,3,3,NA,10,5,2,8,11,5,2,8,1,3,4,2,8,5,2,8,1,5,3,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,6,1,1,2,NA,NA,1,1,2,2,5,5,3,3,5,2,3,3,31,2,"1600","1600",29,2,"Loud<e9>ac","France",1,NA,3,6,NA,"Rien de particulier","2023-09-26-15-08","2023-09-26-15-18",10,1115,"BlackFocus",0.5,"Control",-0.5,"Incongruent",-0.5,2,2,"LoudSound",NA,10,11,8,1,3,0,5,5,5,2,2,2,8,8,8,1,1,1,-0.5,NA,NA,-0.5,-0.5,0.5,"LatinScript",0.732170269354718,-1.10793820725763,3.75,1,-1.84010847661234,-2.75,3.625
"511","s.71b85a39-5f6f-4751-ac7a-61cdf4236065.txt",1,2,2,"XXXX",1,4,1,6,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,7,4,17,5,5,6,2,NA,NA,NA,18,5,5,6,2,NA,NA,NA,2,6,7,7,1,4,1,1,4,5,5,5,1,2,2,1,1,1,2,7,7,3,6,6,7,3,7,23,1,"740","878",59,1,"Saint-Etienne","FRANCE",1,NA,2,5,NA,"rien de particulier","2023-09-11-23-44","2023-09-11-23-55",11,892,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,4,3,"SoftSound",NA,20,17,18,3,6,6,4,5,5,7,5,5,4,6,6,0,0,0,0.5,-0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",0.15305042768052,1.11148600207315,3,4.5,0.958435574392635,1.5,5.75
"512","s.1c676225-2932-4ea6-b97b-af79e562dfa3.txt",2,2,2,"XXXX",1,1,6,1,1,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,3,6,15,3,3,5,2,NA,NA,NA,14,3,3,5,1,3,2,2,1,3,2,4,1,1,3,1,1,2,1,1,1,2,2,1,1,2,6,2,6,2,3,6,3,3,3,26,3,"3200","3200",54,1,"montauban","france",1,NA,3,4,NA,"int<e9>ressant, original, ludique et rapide, parfait !","2023-09-05-20-15","2023-09-05-20-26",11,223,"BlackFocus",0.5,"Threat",0.5,"Congruent",0.5,2,6,"LoudSound",NA,18,15,14,1,5,7,3,3,3,3,3,3,6,5,5,0,1,1,0.5,-0.5,0.5,-0.5,-0.5,0.5,"LatinScript",-1.10502495328365,-1.10793820725763,1,1,-0.00291325397397868,0,3.5
"513","s.b5da4de9-35dc-4d46-acb9-d70bd975cf68.txt",1,2,1,"XXXX",1,2,4,1,5,3,5,3,3,NA,10,2,8,3,11,2,7,5,2,NA,NA,NA,9,2,7,3,1,3,2,7,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,2,6,2,6,3,1,1,2,1,1,1,5,3,3,4,4,5,6,5,6,30,1,"1200","1200",52,1,"Saint-Denis","R<e9>union",1,NA,5,5,NA,"J'ai trouv<e9> cette exp<e9>rience interessante bien que d<e9>sagr<e9>able par rapport <e0> la sir<e8>ne et surtout aux cris humains qui sont angoissants","2023-10-05-15-59","2023-10-05-16-19",20,1370,"WhiteFocus",-0.5,"Threat",0.5,"Incongruent",-0.5,5,6,"LoudSound",NA,10,11,9,0,1,1,2,2,2,8,7,7,3,5,3,0,1,1,0.5,0.5,0.5,-0.5,-0.5,-0.5,"LatinScript",0.707132025098203,1.28345143571578,3.75,5,0.576319410617572,1.25,4.5
"514","s.1ab32c05-815c-44ea-996d-53fbc9ee6489.txt",2,1,2,"XXXX",5,6,4,3,7,4,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,5,9,17,9,1,9,1,3,2,7,17,9,1,9,1,3,2,2,2,6,7,7,1,1,6,1,1,7,1,1,2,NA,NA,1,2,2,1,6,7,7,7,6,7,7,7,19,3,"1200","1200",39,1,"Feignies","FRANCE",1,NA,1,9,NA,"DE LA CONCENTRATION","2023-09-16-14-19","2023-09-16-14-43",24,205,"BlackFocus",0.5,"Control",-0.5,"Congruent",0.5,4,1,"SoftSound",NA,17,17,17,2,3,4,7,9,9,5,1,1,9,9,9,1,1,0,-0.5,NA,NA,-0.5,0.5,0.5,"LatinScript",2.28944328287727,-1.10793820725763,6.25,1,-3.39738149013489,-5.25,6.75
"515","s.81be55bc-d37e-42f7-ac64-044ba18789dd.txt",1,2,2,"XXXX",1,1,4,1,1,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,7,2,14,3,6,3,2,NA,NA,NA,17,3,6,3,1,3,4,2,1,3,4,2,1,5,1,1,5,3,5,4,1,1,2,1,2,2,4,4,6,1,4,2,3,2,4,25,1,"900","1300",71,1,"Savignac","FRANCE",1,NA,8,7,NA,"de la peur et de l'angoisse <e0> cause des cris per<e7>ants","2023-09-05-12-56","2023-09-05-13-10",14,1012,"WhiteFocus",-0.5,"Threat",0.5,"Congruent",0.5,1,5,"LoudSound",NA,21,14,17,2,9,7,2,3,3,7,6,6,2,3,3,0,1,1,0.5,0.5,0.5,-0.5,0.5,0.5,"LatinScript",-1.10502495328365,1.15749658160197,1,4.75,2.26252153488562,3.75,3.25
